Description,revenue_per_product,Revenue Percentage per Product
SEASIDE FLYING DISC,472.77,0.005710803777658685
4 WILDFLOWER BOTANICAL CANDLES,471.25,0.0056924430065817535
EMPIRE BIRTHDAY CARD,471.21000000000004,0.005691959828395519
GOLD MINI TAPE MEASURE ,471.2,0.00569183903384896
EAU DE NILE HEART SHAPE PHOTO FRAME,469.5,0.0056713039609339695
GLASS JAR KINGS CHOICE,468.94,0.005664539466326679
BUTTERFLY CROCHET FOOD COVER,468.67,0.005661278013569592
BABY BOOM RIBBONS ,467.5,0.005647145051622217
IVORY WIRE SWEETHEART LETTER TRAY,467.05,0.005641709297027073
MUM'S KITCHEN CLOCK,466.95,0.005640501351561485
WALL MIRROR RECTANGLE DIAMANTE PINK,466.04999999999995,0.005629629842371195
LAUREL STAR ANTIQUE GOLD,465.81,0.005626730773253786
PINK AND WHITE CHRISTMAS TREE 120CM,465.38,0.005621536607751759
PACK OF 12 DOLLY GIRL TISSUES,464.88,0.005615496880423821
RUSTIC STRAWBERRY JAM POT LARGE ,464.33000000000004,0.0056088531803630895
STEEL SWEETHEART ROUND TABLE CREAM,463.45,0.005598223260265918
ORANGE SCENTED SET/9 T-LIGHTS,462.95,0.005592183532937979
ASSORTED MINI MADRAS NOTEBOOK,462.59999999999997,0.005587955723808422
CHRISTMAS TREE STAR DECORATION,462.41999999999996,0.005585781421970365
SET OF 2 ROUND TINS DUTCH CHEESE,462.34000000000003,0.005584815065597895
IVORY PAPER CUP CAKE CASES ,460.7,0.005565004759962258
FELT TOADSTOOL  SMALL,460.7,0.005565004759962258
WRAP KEEP CALM BIRTHDAY,460.5,0.005562588869031083
YULETIDE IMAGES GIFT WRAP SET,459.7,0.005552925305306381
SMALL PARLOUR PICTURE FRAME,459.56,0.005551234181654559
CHARLIE+LOLA RED HOT WATER BOTTLE ,459.53,0.005550871798014881
SET/6 COLLAGE PAPER CUPS,459.28999999999996,0.005547972728897471
DANISH ROSE TRINKET TRAYS,459.25,0.005547489550711237
SET OF 6 VINTAGE NOTELETS KIT,459.0,0.005544469687047268
SET OF 6 RIBBONS PARTY,458.63,0.005540000288824593
CAKE STAND VICTORIAN FILIGREE MED,458.0,0.005532390232391392
PINK UNION JACK  PASSPORT COVER ,457.08,0.005521277134107985
HENRIETTA HEN MUG ,457.05,0.005520914750468309
BLUE POLKADOT KIDS BAG,456.35999999999996,0.005512579926755753
RETROSPOT BABUSHKA DOORSTOP,455.87,0.005506660993974375
SWISS CHALET TREE DECORATION ,455.57,0.005503037157577611
SNOWSTORM PHOTO FRAME FRIDGE MAGNET,455.02,0.00549639345751688
FLOOR CUSHION ELEPHANT CARNIVAL,452.35,0.00546414131358569
JIGSAW TOADSTOOLS 3 PIECE,451.71,0.0054564104626059285
WRAP MAGIC FOREST ,451.5,0.005453873777128195
BEADED PEARL HEART WHITE ON STICK,450.9,0.005446626104334668
"DECORATION , WOBBLY RABBIT , METAL ",448.8,0.005421259249557328
COOKING SET RETROSPOT,447.47999999999996,0.005405314369411571
PINK NEW BAROQUECANDLESTICK CANDLE,447.45,0.0054049519857718945
SET OF 6 RIBBONS COUNTRY STYLE,447.07,0.005400361793002662
LADYBIRD + BEE RAFFIA FOOD COVER,446.25,0.005390456640184844
BLUE POLKADOT EGG CUP ,445.26,0.005378497980075525
ELEPHANT BIRTHDAY CARD ,444.84000000000003,0.005373424609120058
WALL ART ANIMALS AND NATURE ,444.75,0.005372337458201029
SET OF 3 GOLD FLYING DUCKS,444.4,0.005368109649071472
ASSORTED LAQUERED INCENSE HOLDERS,443.76,0.0053603787980917115
6PC WOOD PLATE SET DISPOSABLE,443.25,0.005354218276217215
FRENCH STYLE EMBOSSED HEART CABINET,442.0,0.005339118957897369
SET 4 VALENTINE DECOUPAGE HEART BOX,441.53000000000003,0.005333441614209107
BISCUITS SMALL BOWL LIGHT BLUE,440.94,0.00532631473596214
SILVER JEWELLED MIRROR TRINKET TRAY,440.73999999999995,0.005323898845030964
FELT EGG COSY WHITE RABBIT ,438.96,0.005302397415743505
SWEETHEART CREAM STEEL TABLE RECT,438.9,0.005301672648464152
ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,437.16999999999996,0.005280775191909485
BLUE NEW BAROQUE CANDLESTICK CANDLE,436.5,0.005272681957290049
CUPID DESIGN SCENTED CANDLES,436.40000000000003,0.0052714740118244615
ASSORTED TUTTI FRUTTI BRACELET,436.33,0.005270628449998549
PINK FAIRY CAKE CUSHION COVER,436.05,0.005267246202694905
VINTAGE COFFEE GRINDER BOX,435.9,0.005265434284496523
MIRROR MOSAIC T-LIGHT HOLDER ,434.25,0.005245503184314326
S/15 SILVER GLASS BAUBLES IN BAG,433.82,0.0052403090188123
BLACK CHRISTMAS TREE 60CM,433.7,0.005238859484253595
BLACK DINER WALL CLOCK,433.5,0.005236443593322419
MINI PLAYING CARDS FUN FAIR ,433.2,0.005232819756925656
PIN CUSHION BABUSHKA PINK,432.99,0.005230283071447923
PINK GLASS CANDLEHOLDER,432.9,0.005229195920528893
PINK/WHITE CHRISTMAS TREE 60CM,432.57,0.005225209700492455
BUTTERFLIES STICKERS,432.51,0.005224484933213102
EMBOSSED HEART TRINKET BOX,431.54,0.0052127678621969025
PAPER LANTERN 9 POINT HOLLY STAR L,431.25,0.005209264820346698
FOLDING UMBRELLA CHOCOLATE POLKADOT,430.06,0.005194890269306205
HANGING SPRING FLOWER EGG SMALL,429.35999999999996,0.0051864346510470906
EGG CUP MILKMAID HELGA ,428.75,0.005179066183707007
MIRROR MOSAIC HURRICANE LAMP ,428.15000000000003,0.005171818510913481
PACK OF 12 RED APPLE TISSUES,428.01,0.005170127387261658
RIDGED GLASS FINGER BOWL,427.85999999999996,0.005168315469063276
CALENDAR FAMILY FAVOURITES,427.43,0.0051631213035612505
MRS ROBOT SOFT TOY,426.9,0.005156719192593635
DOG AND BALL WALL ART,425.88,0.005144398148844641
PARTY INVITES SPACEMAN,425.0,0.00513376822874747
BEADED CRYSTAL HEART BLUE  LARGE,424.06,0.0051224135413709465
ORIGAMI JASMINE INCENSE/CANDLE SET,422.54999999999995,0.005104173564840573
UNION FLAG WINDSOCK,421.96999999999997,0.005097167481140164
LAZER CUT NECKLACE W PASTEL BEADS,421.75,0.005094510001115872
CHRISTMAS HANGING SNOWFLAKE,421.02000000000004,0.005085691999217082
SET OF 36 DINOSAUR PAPER DOILIES,420.5,0.005079410682796027
FOLDING UMBRELLA WHITE/RED POLKADOT,420.09999999999997,0.005074578900933675
COCKLE SHELL DISH,418.78,0.0050586340207879185
CHRISTMAS TREE HEART DECORATION,418.32,0.005053077471646216
STORAGE TIN HOME SWEET HOME,418.0,0.005049212046156336
VINTAGE GLASS COFFEE CADDY,416.3,0.005028676973241345
SILVER GLITTER FLOWER VOTIVE HOLDER,416.07,0.005025898698670494
EGG FRYING PAN PINK ,415.97,0.0050246907532049065
POPPY FIELDS CHOPPING BOARD,415.8,0.005022637245913408
SQUARECUSHION COVER PINK UNION FLAG,415.3,0.005016597518585469
GARDEN PATH SKETCHBOOK,414.58,0.005007900311233238
FLYING PIG WATERING CAN,414.5,0.0050069339548607684
ENAMEL BLUE RIM BISCUIT BIN,413.95,0.005000290254800036
CERAMIC LOVE HEART MONEY BANK,412.45,0.0049821710728162215
FOLDING UMBRELLA PINKWHITE POLKADOT,412.41,0.004981687894629987
PARTY INVITES JAZZ HEARTS,412.10999999999996,0.004978064058233223
FRENCH PAISLEY CUSHION COVER ,411.84,0.004974802605476136
COSY SLIPPER SHOES SMALL GREEN,411.54,0.004971178769079374
RECTANGULAR SHAPED MIRROR,409.62,0.004947986216140091
BLUE SCANDINAVIAN PAISLEY WRAP,409.5,0.004946536681581386
RED RETROSPOT LUGGAGE TAG,408.75,0.004937477090589479
TOAST ITS - HAPPY BIRTHDAY,408.75,0.004937477090589479
BLUE PAISLEY SKETCHBOOK,408.67,0.004936510734217008
SET/4 BADGES BALLOON GIRL,408.59,0.004935544377844538
RIDGED BONNE JAM JAR T-LIGHT HOLDER,408.14,0.004930108623249394
NOEL GARLAND PAINTED ZINC ,407.76,0.0049255184304801605
PANTRY HOOK BALLOON WHISK ,407.68,0.004924552074107691
PINK ENAMEL+GLASS HAIR COMB,407.4,0.004921169826804046
HAND TOWEL PALE BLUE W FLOWERS,407.4,0.004921169826804046
SUNSET COLOUR CHUNKY KNITTED THROW,406.8,0.00491392215401052
BUNNY DECORATION MAGIC GARDEN,406.39,0.004908969577601611
EASTER DECORATION SITTING BUNNY,406.28,0.0049076408375894635
PAPERWEIGHT CHILDHOOD MEMORIES,405.62,0.004899668397516586
GLITTER CHRISTMAS TREE,405.14,0.004893870259281765
DOORSTOP FOOTBALL DESIGN,404.98,0.004891937546536824
PINK SWEETHEART BRACELET,404.5,0.004886139408302004
LETS GO SHOPPING COTTON TOTE BAG,403.67,0.004876113460937627
DOLLY HONEYCOMB GARLAND,403.2,0.004870436117249364
WOODLAND STORAGE BOX SMALL,402.9,0.0048668122808526015
FRAPPUCINO SCARF KNITTING KIT,402.58,0.004862946855362721
PINK/PURPLE RETRO RADIO,401.2,0.004846277207937612
GINGHAM BABUSHKA DOORSTOP,400.87,0.004842290987901172
WHITE HAND TOWEL WITH BUTTERFLY,400.5,0.004837821589678499
MIRRORED WALL ART SKULLS,400.0,0.00483178186235056
PINK POLKADOT CHILDRENS UMBRELLA,399.75,0.004828761998686591
YELLOW SHARK HELICOPTER,397.5,0.004801583225710869
HOME SWEET HOME HOOK,397.35,0.004799771307512488
DANISH ROSE DELUXE COASTER,396.95,0.004794939525650137
TOOTHPASTE TUBE PEN,396.6,0.004790711716520581
SQUARE FLOOR CUSHION VINTAGE RED,395.45000000000005,0.004776820343666323
WHITE CANDYSTUFT ARTIFICIAL FLOWER,394.15999999999997,0.004761237847160242
SET OF 4 NAPKIN CHARMS CROWNS ,391.87,0.004733575895998285
FAIRY SOAP SOAP HOLDER,390.39,0.004715698303107588
MINI JIGSAW BUNNIES,390.27,0.004714248768548882
EIGHT PIECE SNAKE  SET,388.75,0.004695887997471951
PACK 20 ENGLISH ROSE PAPER NAPKINS,388.69,0.004695163230192598
TABLE LAMP WHITE SHADE WOOD BASE,388.3,0.004690452242876807
S/2 ZINC HEART DESIGN PLANTERS,388.04999999999995,0.0046874323792128365
WALL ART I LOVE LONDON ,387.3,0.0046783727882209305
BELL HEART DECORATION,387.0,0.004674748951824167
PAPERWEIGHT SAVE THE PLANET,386.91,0.004673661800905138
COSY SLIPPER SHOES LARGE GREEN,386.45,0.004668105251763434
PINK ROSE WASHBAG,386.25,0.00466568936083226
ANGEL DECORATION PAINTED ZINC ,383.95,0.004637906615123744
ESSENTIAL BALM 3.5g TIN IN ENVELOPE,383.76,0.004635611518739127
BIRTHDAY BANQUET GIFT WRAP,383.0,0.004626431133200661
ASSORTED COLOUR LIZARD SUCTION HOOK,382.92,0.004625464776828191
GREEN FERN SKETCHBOOK ,382.46,0.0046199082276864875
SQUARECUSHION COVER PINK UNION JACK,382.14,0.004616042802196608
MIDNIGHT GLAMOUR SCARF KNITTING KIT,381.77,0.004611573403973933
CANDY SPOT HAND BAG,381.07,0.00460311778571482
PINK HEARTS LIGHT CHAIN ,381.0,0.004602272223888908
POPART WOODEN PENCILS ASST,380.0,0.004590192769233032
SCANDINAVIAN 3 HEARTS NAPKIN RING,376.5,0.004547914677937465
DARK BIRD HOUSE TREE DECORATION,376.17,0.004543928457901025
LARGE PARLOUR PICTURE FRAME,375.75,0.004538855086945557
CLAM SHELL SMALL ,375.73,0.00453861349785244
DECORATION WOBBLY RABBIT METAL ,375.57,0.004536680785107499
DOLLY CABINET 2 DRAWERS ,375.0,0.00452979549595365
"DECORATION , WOBBLY CHICKEN, METAL ",374.55,0.004524359741358506
ENAMEL PINK TEA CONTAINER,374.11,0.00451904478130992
DOLLCRAFT BOY JEAN-PAUL ,373.9,0.004516508095832186
PARTY FOOD SHOPPER BAG,373.5,0.004511676313969835
PARTY PIZZA DISH PINK POLKADOT,372.73999999999995,0.004502495928431369
DECORATION  BUTTERFLY  MAGIC GARDEN,372.39,0.004498268119301813
MIRRORED WALL ART SNOWFLAKES,371.25,0.004484497540994114
SMALL SQUARE CUT GLASS CANDLESTICK,371.25,0.004484497540994114
EAU DE NILE JEWELLED PHOTOFRAME,368.7,0.004453694931621629
HAWAIIAN GRASS SKIRT ,368.35,0.004449467122492072
ASSORTED TUTTI FRUTTI KEYRING BALL,367.98,0.004444997724269398
MADRAS NOTEBOOK LARGE ,367.5,0.004439199586034577
CHRYSANTHEMUM SKETCHBOOK ,367.34,0.004437266873289636
ANIMAL STICKERS,367.29,0.004436662900556843
CHILDS GARDEN RAKE PINK,366.9,0.0044319519132410504
"CHRISTMAS GARLAND STARS,TREES",366.25,0.004424100267714732
SET/6 EAU DE NIL BIRD T-LIGHTS,366.23,0.004423858678621615
BLUE DRAGONFLY HELICOPTER,365.7,0.0044174565676539995
IVORY PILLAR CANDLE GOLD FLOCK,365.05,0.00440960492212768
SET/12 TAPER CANDLES,364.95,0.004408396976662092
ENGLISH ROSE SCENTED HANGING FLOWER,364.0,0.00439692149473901
IVORY STRING CURTAIN WITH POLE ,363.7,0.004393297658342246
ORIGAMI ROSE INCENSE/CANDLE SET ,362.95,0.004384238067350339
TOAST ITS - FAIRY FLOWER,361.9,0.004371554639961669
SMALL FOLDING SCISSOR(POINTED EDGE),360.71,0.004357180088921176
BLUE ROSE FABRIC MIRROR,360.14,0.004350294799767326
MAGIC DRAWING SLATE LEAP FROG ,360.06,0.004349328443394857
MIRRORED WALL ART STARS,360.0,0.004348603676115504
NEW BAROQUE JEWELLERY BOX ,359.65000000000003,0.004344375866985948
T-LIGHT HOLDER SILVER HEART HANDLE,359.09999999999997,0.004337732166925215
RETRO PLASTIC POLKA TRAY,359.08,0.0043374905778320975
RED RETRO KITCHEN WALL CLOCK,358.6,0.004331692439597278
PINK  HONEYCOMB PAPER FAN,358.09999999999997,0.004325652712269339
FRYING PAN BLUE POLKADOT,357.5,0.004318405039475813
PAPER LANTERN 5 POINT STAR MOON ,356.90000000000003,0.004311157366682287
TEA COSY BLUE STRIPE,356.89,0.004311036572135728
PINK SPOTS CHOCOLATE NESTING BOXES ,355.65000000000003,0.004296058048362442
SMALL PINK GLASS SUNDAE DISH,355.34999999999997,0.004292434211965679
EAU DE NIL LOVE BIRD CANDLE,353.71999999999997,0.0042727447008766
BEACH HUT SHELF W 3 DRAWERS,352.7,0.004260423657127607
GLASS CHALICE BLUE SMALL ,352.28999999999996,0.004255471080718697
EGG FRYING PAN MINT ,351.52000000000004,0.004246169900633673
PARTY INVITES FOOTBALL,350.2,0.004230225020487915
WHITE BAROQUE WALL CLOCK ,349.95,0.0042272051568239466
ROSE DU SUD OVEN GLOVE,348.25,0.004206670083908956
FELT EGG COSY BLUE RABBIT ,348.21999999999997,0.0042063077002692795
CHILDS GARDEN RAKE BLUE,348.0,0.004203650220244988
GEMSTONE CHANDELIER T-LIGHT HOLDER,347.7,0.004200026383848224
MONEY BOX POCKET MONEY DESIGN,347.63,0.0041991808220223125
CHRISTMAS GINGHAM HEART,346.8,0.004189154874657935
SNACK TRAY RED VINTAGE DOILY,346.35,0.004183719120062791
PORCELAIN ROSE LARGE ,345.14,0.004169102979929181
SILVER VANILLA  FLOWER CANDLE POT,345.0,0.004167411856277358
SKULLS  DESIGN  COTTON TOTE BAG,344.25,0.00415835226528545
IVORY SWEETHEART SOAP DISH,343.62,0.004150742208852249
SET/6 FRUIT SALAD PAPER CUPS,343.14,0.004144944070617428
RIDGED GLASS STORAGE JAR CREAM LID,342.72,0.00413987069966196
JIGSAW TREE WITH WATERING CAN,342.64,0.004138904343289489
RETROSPOT CANDLE  MEDIUM,342.02,0.004131415081402846
ORIGAMI LAVENDER INCENSE/CANDL SET ,341.8,0.004128757601378554
SET OF 4 NAPKIN CHARMS 3 KEYS ,341.67,0.00412718727227329
PACK 3 BOXES BIRD PANETTONE ,340.33,0.004111000803034415
PAPER LANTERN 9 POINT HOLLY STAR S,340.3,0.004110638419394739
MIRROR MOSAIC GOBLET CANDLE HOLDER,338.5,0.0040888954010141615
PACK 6 HEART/ICE-CREAM PATCHES,337.42,0.004075849589985815
DOLLCRAFT GIRL NICOLE,336.6,0.004065944437167996
ASSTD DESIGN 3D PAPER STICKERS,335.83,0.004056643257082972
MONEY BOX KINGS CHOICE DESIGN,335.64,0.004054348160698355
SILVER FLOWR PINK SHELL NECKLACE,335.28,0.004049999557022239
SET/3 POLKADOT STACKING TINS,334.65,0.004042389500589038
BUNNY WOODEN PAINTED WITH FLOWER ,332.57,0.004017264234904815
EASTER DECORATION NATURAL CHICK,331.5,0.004004339218423026
HEART TRELLIS TRIPLE T-LIGHT HOLDER,331.42,0.004003372862050557
SET OF 4 NAPKIN CHARMS LEAVES   ,331.29,0.0040018025329452925
PANTRY HOOK TEA STRAINER ,330.72,0.003994917243791443
PINK UNION JACK  LUGGAGE TAG,330.02,0.003986461625532329
ORIGAMI SANDLEWOOD INCENSE/CAND SET,329.05,0.00397474455451613
MAGIC DRAWING SLATE GO TO THE FAIR ,328.92,0.003973174225410866
DOILEY BISCUIT TIN,327.59999999999997,0.003957229345265108
FRENCH LATTICE CUSHION COVER ,327.52,0.003956262988892638
BLUE SCOTTIE DOG W FLOWER PATTERN,326.40000000000003,0.003942733999678058
CINNAMON SCENTED VOTIVE CANDLE,326.24,0.003940801286933117
MINT GREEN ROSE TOWEL,325.5,0.003931862490487768
SILVER T-LIGHT SETTING,325.3,0.003929446599556593
WALL ART CAT AND BIRD ,324.98,0.0039255811740667125
CAT AND BIRD WALL ART,323.64,0.0039093947048278385
FLOWERS TILE COASTER,322.88,0.0039002143192893722
BIRD DECORATION GREEN POLKADOT,321.29999999999995,0.003881128780933087
FELT FARM ANIMAL CHICKEN,321.25,0.003880524808200294
BLACK BAROQUE WALL CLOCK ,320.85,0.003875693026337943
CHARLOTTE BAG ALPHABET  DESIGN,320.5,0.0038714652172083864
LOLITA  DESIGN  COTTON TOTE BAG,319.5,0.0038593857625525098
CAKES AND BOWS GIFT  TAPE,318.81,0.0038510509388399554
SET OF 4 BLACK LOVEBIRD COASTERS,318.44,0.003846581540617281
SILVER FISHING GNOME ,318.40000000000003,0.003846098362431046
PINK POLKADOT PLATE ,318.34,0.003845373595151693
PIECE OF CAMO STATIONERY SET,317.92,0.0038403002241962254
GREEN FERN JOURNAL ,317.71,0.0038377635387184914
VEGETABLE GARDEN CHOPPING BOARD,317.7,0.003837642744171932
PANDA AND BUNNIES STICKER SHEET,316.2,0.0038195235621881173
PANTRY HOOK SPATULA,316.16,0.003819040384001883
CUTE CATS TAPE,315.55,0.003811671916661798
CANDLE HOLDER SILVER MADELINE,315.29,0.0038085312584512704
GRASS HOPPER WOODEN WALL CLOCK ,314.93,0.0038041826547751552
"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",313.78,0.0037902912819208962
MISELTOE HEART WREATH ,312.8,0.0037784534163581383
EGG FRYING PAN BLUE ,312.0,0.003768789852633437
ALPHABET HEARTS STICKER SHEET,311.95,0.003768185879900643
WHITE TRAVEL ALARM CLOCK,311.76,0.003765890783516026
BLUE PAISLEY TISSUE BOX,311.56,0.0037634748925848517
GREEN SWEETHEART BRACELET,311.0,0.0037567103979775605
DECORATIVE FLORE BATHROOM BOTTLE,310.16,0.0037465636560666247
GREEN GOOSE FEATHER TREE 60CM,310.05,0.0037452349160544784
PARTY PIZZA DISH GREEN POLKADOT,309.12,0.003734001023224513
WHITE STITCHED CUSHION COVER,308.48,0.003726270172244752
WOODLAND LARGE PINK FELT HEART,307.18,0.0037105668811921125
HOUSE SHAPE PENCIL SHARPENER,307.02,0.003708634168447172
PINK DIAMANTE PEN IN GIFT BOX,306.21999999999997,0.0036989706047224707
BABY MOUSE RED GINGHAM DRESS,306.0,0.0036963131246981785
SNACK TRAY PAISLEY PARK,305.4,0.0036890654519046526
MISELTOE HEART WREATH WHITE,304.5,0.0036781939427143638
BOTANICAL ROSE GIFT WRAP,304.5,0.0036781939427143638
3 TRADITIONAL COOKIE CUTTERS  SET,304.2,0.0036745701063176004
SKULLS SQUARE TISSUE BOX,304.16999999999996,0.003674207722677924
MILK MAIDS MUG ,303.6,0.0036673224335240753
DECORATION  PINK CHICK MAGIC GARDEN,303.53999999999996,0.0036665976662447223
SILVER ROCOCO CANDLE STICK,303.45,0.003665510515325694
PARTY PIZZA DISH BLUE POLKADOT,302.61,0.0036553637734147576
PARTY INVITES BALLOON GIRL,302.59999999999997,0.0036552429788681983
HEARTS GIFT TAPE,301.93,0.0036471497442487617
LA JARDIN BOTANIQUE CUSHION COVER,300.0,0.0036238363967629203
DECORATIVE HANGING SHELVING UNIT,299.75,0.003620816533098951
SET/4 BADGES DOGS,299.56,0.003618521436714335
WOOD AND GLASS MEDICINE CABINET,299.5,0.003617796669434982
PAINT YOUR OWN EGGS IN CRATE,299.36,0.0036161055457831592
CHARLIE LOLA BLUE HOT WATER BOTTLE ,297.14,0.003589289156447114
MINI  ZINC GARDEN DECORATIONS ,297.03999999999996,0.0035880812109815256
SET/12 FUNKY FELT FLOWER PEG IN BAG,296.64000000000004,0.0035832494291191757
PINK FELT EASTER RABBIT GARLAND,295.8,0.0035731026872082394
WALL ART TREASURE AHOY ,295.47,0.0035691164671718
SET OF 4 PISTACHIO LOVEBIRD COASTER,295.31,0.0035671837544268598
GLASS CHALICE GREEN  LARGE ,294.96,0.003562955945297303
DOLLCRAFT GIRL AMELIE KIT,294.7,0.0035598152870867754
BLUE VICTORIAN FABRIC OVAL BOX,293.82,0.003549185366989604
TUSCAN VILLA DOVECOTE BIRD FEEDER,291.0,0.003515121304860032
GOLD STANDING GNOME,290.25,0.0035060617138681248
LUNCH BAG RED SPOTTY,290.0,0.0035030418502041564
MEDIUM CHINESE STYLE SCISSOR,289.98,0.003502800261111039
BLUE GLASS GEMS IN BAG,289.55,0.0034976060956090115
TOYBOX  WRAP ,288.5,0.0034849226682203416
MULTICOLOUR  CONFETTI IN TUBE,288.06,0.003479607708171756
FLOOR LAMP SHADE WOOD BASE,287.74,0.0034757422826818757
PAPER LANTERN 5 POINT SEQUIN STAR,287.5,0.003472843213564465
DOILY THANK YOU CARD,286.62,0.0034622132934672943
BLUE RETRO KITCHEN WALL CLOCK,285.25,0.003445664440588743
COLUMBIAN CANDLE RECTANGLE,285.15,0.0034444564951231554
CHRISTMAS MUSICAL ZINC TREE,285.07,0.0034434901387506854
TURQ+RED BOUDICCA LARGE BRACELET,284.95000000000005,0.0034420406041919807
GOLD FISHING GNOME,284.16,0.003432497835013838
WHITE/PINK CHICK DECORATION,283.89,0.003429236382256751
MILK PAN BLUE POLKADOT,283.75,0.0034275452586049284
ICON MUG REVOLUTIONARY,283.71,0.0034270620804186937
CHRISTMAS CARD SCREEN PRINT ,283.32,0.003422351093102902
CURIO CABINET LINEN AND LACE ,281.95,0.003405802240224351
HAND TOWEL PINK FLOWER AND DAISY,281.95,0.003405802240224351
RETROSPOT CANDLE  SMALL,281.48,0.0034001248965360898
WAKE UP COCKEREL CALENDAR SIGN ,281.13,0.0033958970874065323
BLACK SWEETHEART BRACELET,280.5,0.0033882870309733305
HEART GARLAND RUSTIC PADDED,280.25,0.0033852671673093608
DANISH ROSE BEDSIDE CABINET,279.65000000000003,0.0033780194945158357
RETROSPOT CANDLE  LARGE,279.37,0.0033746372472121897
MINI JIGSAW DINOSAUR ,278.67,0.003366181628953077
STANDING FAIRY POLE SUPPORT ,278.5,0.0033641281216615776
RED SHARK HELICOPTER,278.25,0.0033611082579976083
RED VICTORIAN FABRIC OVAL BOX,277.44,0.0033513238997263483
WRAP DAISY CARPET ,277.2,0.003348424830608938
COFFEE SCENT PILLAR CANDLE,276.45,0.0033393652396170306
SNACK TRAY I LOVE LONDON,276.15,0.003335741403220268
MIRRORED WALL ART POPPIES,274.65,0.0033176222212364533
GOLD PHOTO FRAME,272.34000000000003,0.0032897186809813794
COLUMBIAN CANDLE ROUND,272.32,0.003289477091888261
WHITE HONEYCOMB PAPER GARLAND ,272.25,0.0032886315300623497
FORKED CACTUS CANDLE,270.03,0.0032618151407263042
CHRISTMAS HANGING HEART WITH BELL,270.0,0.0032614527570866284
DOOR HANGER  MUM + DADS ROOM,269.7,0.003257828920689865
SET OF 4 POLKADOT PLACEMATS ,269.55,0.0032560170024914835
PAINTED PINK RABBIT ,269.45,0.003254809057025896
MONEY BOX BISCUITS DESIGN,268.75,0.003246353438766783
JUMBO BAG VINTAGE DOILEY ,268.44,0.003242608807823461
"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",267.75,0.0032342739841109062
STRAWBRY SCENTED VOTIVE CANDLE,267.45,0.0032306501477141433
RAIN PONCHO ,267.1,0.0032264223385845866
LA PALMIERA TILE COASTER,266.64,0.003220865789442883
KITTY PENCIL ERASERS,266.56,0.003219899433070413
HAND OPEN SHAPE DECO.WHITE,266.53000000000003,0.003219537049430737
PINK FLOWER FABRIC PONY,266.25,0.0032161548021270915
PEARLISED IVORY HEART SMALL ,266.21,0.0032156716239408563
"GARLAND, VINTAGE BELLS",265.88,0.003211685403904417
 4 PURPLE FLOCK DINNER CANDLES,265.66,0.003209027923880125
PARTY TIME PENCIL ERASERS,265.09,0.003202142634726275
12 PINK ROSE PEG PLACE SETTINGS,262.5,0.003170856847167555
METAL SIGN CUPCAKE SINGLE HOOK,262.45,0.003170252874434761
SET/4 BADGES CUTE CREATURES,262.14,0.0031665082434914394
GYMKHANNA TREASURE BOOK BOX,261.84000000000003,0.0031628844070946773
WRAP CHRISTMAS SCREEN PRINT,260.0,0.0031406582105278644
BLUE EGG  SPOON,258.71999999999997,0.0031251965085683417
DOORKNOB CRACKED GLAZE IVORY,258.3,0.003120123137612874
ORIGAMI ROSE INCENSE IN TUBE,257.88,0.003115049766657406
BLUE FLOCK GLASS CANDLEHOLDER,257.67999999999995,0.00311263387572623
NEWSPAPER STAND,257.37,0.0031088892447829093
SET OF SKULL WALL STICKERS,257.0,0.003104419846560235
PINK JEWELLED PHOTO FRAME ,256.75,0.003101399982896266
ABSTRACT CIRCLE JOURNAL ,256.65,0.0031001920374306782
PHOTO CLIP LINE,256.21,0.0030948770773820923
FOOD/DRINK SPONGE STICKERS,256.2,0.0030947562828355334
LOVELY BONBON STICKER SHEET,255.85,0.0030905284737059767
GREEN METAL SWINGING BUNNY,254.14999999999998,0.0030699934007909872
WHITE SAGE INCENSE,254.1,0.003069389428058193
ZINC WIRE SWEETHEART LETTER TRAY,253.24,0.00305900109705414
CARTOON  PENCIL SHARPENERS,253.2,0.0030585179188679043
IVORY HANGING DECORATION  EGG,253.01,0.003056222822483288
SMALL LICORICE DES PINK BOWL,252.63,0.003051632629714055
MINI LADLE LOVE HEART RED ,252.24,0.0030469216423982632
SMALL PINK MAGIC CHRISTMAS TREE,252.23,0.0030468008478517043
SET/4 BADGES BEETLES,252.18,0.0030461968751189106
DECORATION WOBBLY CHICKEN,251.43,0.0030371372841270037
GREEN HEART COMPACT MIRROR,251.25,0.0030349629822889455
SILVER DIAMANTE PEN IN GIFT BOX,250.84,0.0030300104058800363
STRAWBERRY DREAM CHILDS UMBRELLA,250.25,0.0030228835276330693
DECORATION SITTING BUNNY,250.2,0.003022279554900275
PINK RIVIERA HANDBAG,250.05,0.003020467636701894
RIDGED GLASS T-LIGHT HOLDER,249.6,0.0030150318821067497
PINK GOOSE FEATHER TREE 60CM,249.59999999999997,0.0030150318821067492
PINK CAT BOWL,249.42,0.0030128575802686915
HANGING WOOD AND FELT FLOWER,248.76,0.0030048851401958134
SILVER DISCO HANDBAG,248.20999999999998,0.002998241440135081
WOODLAND LARGE RED FELT HEART,247.5,0.002989665027329409
